번호1,번호2,번호3,번호4,번호5,번호6
4,13,15,21,38,40
4,13,15,24,27,40
4,13,15,26,27,40
4,13,15,27,32,40
4,13,15,27,34,40
4,13,16,21,27,40
4,13,21,24,26,39
4,13,21,24,27,40
4,13,21,24,39,40
4,13,21,25,30,38
4,13,21,25,30,40
4,13,21,30,38,39
4,13,21,30,39,40
4,13,24,27,35,40
4,13,24,27,39,40
4,13,25,27,36,40
4,14,15,18,39,43
4,14,15,24,31,33
4,14,15,24,31,39
4,14,15,24,39,43
4,14,15,27,31,40
4,14,15,29,33,40
4,14,15,31,33,40
4,14,15,31,39,40
4,14,18,25,27,43
4,14,18,27,39,43
4,14,24,25,27,43
4,14,24,31,33,35
4,14,27,29,33,40
4,14,27,31,33,40
4,14,27,31,36,39
4,14,27,31,39,40
4,15,16,19,27,40
4,15,16,21,26,43
4,15,16,21,31,40
4,15,18,21,31,40
4,15,18,27,29,40
4,15,18,27,31,40
4,15,18,27,35,40
4,15,18,31,35,40
4,15,19,21,34,38
4,15,19,24,27,34
4,15,19,24,27,40
4,15,19,24,33,34
4,15,19,27,34,40
4,15,19,27,34,42
4,15,19,33,34,40
4,15,20,24,31,33
4,15,20,24,31,39
4,15,20,24,39,43
4,15,20,25,27,42
4,15,20,26,27,31
4,15,20,27,31,32
4,15,20,27,31,40
4,15,20,27,31,42
4,15,20,31,33,40
4,15,20,31,39,40
4,15,21,22,26,43
4,15,21,22,31,40
4,15,21,24,29,40
4,15,21,24,34,43
4,15,21,25,26,30
4,15,21,26,30,31
4,15,21,26,30,41
4,15,21,26,30,43
4,15,21,26,31,38
4,15,21,26,31,40
4,15,21,30,32,41
4,15,21,30,32,43
4,15,21,31,32,40
4,15,21,31,38,40
4,15,22,27,31,40
4,15,22,27,31,42
4,15,23,25,30,32
4,15,24,28,39,43
4,15,24,29,33,40
4,15,24,31,33,40
4,15,24,31,39,40
4,15,24,34,39,43
4,15,24,37,39,40
4,15,25,30,32,37
4,15,25,31,36,40
4,15,26,27,31,36
4,15,26,27,31,40
4,15,26,27,37,40
4,15,27,29,32,40
4,15,27,31,32,36
4,15,27,31,32,40
4,15,27,31,34,40
4,15,27,31,34,42
4,15,27,31,36,40
4,15,27,32,37,40
4,15,29,30,33,40
4,15,30,31,33,40
4,15,30,31,39,40
4,15,31,33,36,40
4,16,19,21,27,40
4,16,21,25,30,43
4,16,21,30,31,35
4,16,21,30,33,35
4,16,23,25,27,42
4,17,21,24,25,40
4,17,21,25,30,38
4,17,21,25,30,40
4,18,23,27,35,40
4,18,27,29,39,40
4,19,21,25,30,38
4,19,21,25,30,40
4,20,21,25,30,43
4,20,21,30,33,37
4,20,21,31,33,42
4,20,21,31,39,42
4,20,23,25,33,42
4,20,24,25,39,43
4,20,24,31,33,35
4,20,25,30,33,37
4,21,22,25,30,43
4,21,24,25,34,43
4,21,25,26,30,37
4,21,25,26,30,43
4,21,25,30,31,38
4,21,25,30,32,43
4,21,25,30,33,38
4,21,25,30,34,43
4,21,25,30,37,38
4,21,25,30,38,39
4,21,25,30,38,41
4,21,25,31,36,38
4,21,25,31,36,40
4,21,26,30,31,35
4,21,26,30,31,39
4,21,26,30,33,43
4,21,26,31,33,40
4,21,26,31,33,42
4,23,25,26,33,42
4,23,25,27,38,42
5,8,15,26,27,40
5,8,15,27,32,34
5,8,15,27,32,40
5,8,15,32,33,40
5,8,18,27,33,38
5,8,20,21,33,38
5,8,21,25,30,32
5,8,21,27,28,32
5,8,21,28,33,38
5,8,21,30,33,38
5,8,24,27,32,35
5,8,24,27,33,34
5,8,25,27,32,36
5,8,25,27,36,40
5,8,25,30,32,33
5,8,25,30,33,34
5,8,25,32,33,36
5,8,25,33,34,36
5,8,26,27,33,38
5,8,27,32,33,36
5,8,27,33,34,38
5,8,27,33,38,40
5,9,10,26,38,39
5,9,10,27,32,38
5,9,12,25,34,38
5,9,12,34,38,39
5,9,20,24,38,39
5,9,21,22,32,38
5,9,21,24,26,38
5,9,21,24,32,38
5,9,21,24,34,38
5,9,22,24,38,39
5,9,22,26,38,39
5,9,24,27,34,40
5,9,25,30,34,38
5,9,25,34,36,38
5,9,25,34,38,42
5,9,26,30,32,39
5,9,26,34,38,39
5,9,27,32,38,40
5,10,16,20,33,39
5,10,16,24,33,35
5,10,16,26,33,39
5,10,16,33,36,39
5,10,21,24,25,38
5,10,21,24,33,34
5,10,21,30,32,33
5,10,21,30,33,34
5,10,21,30,33,38
5,10,24,27,32,35
5,10,25,33,34,36
5,12,15,26,28,39
5,12,15,27,34,40
5,12,16,21,34,39
5,12,16,27,33,34
5,12,16,27,34,39
5,12,16,27,39,40
5,12,22,27,32,39
5,14,15,26,27,40
5,14,16,24,27,39
5,14,16,27,33,34
5,14,16,27,33,40
5,14,18,22,27,39
5,14,20,24,27,39
5,14,22,24,27,39
5,14,24,26,27,39
5,14,24,27,32,33
5,14,24,27,32,39
5,14,24,27,33,34
5,14,24,27,34,39
5,14,27,32,36,39
5,15,16,21,32,38
5,15,16,27,32,40
5,15,18,22,27,40
5,15,18,27,34,40
5,15,20,24,27,32
5,15,21,24,26,32
5,15,21,24,26,38
5,15,21,24,28,32
5,15,21,24,32,38
5,15,21,24,32,40
5,15,21,26,28,32
5,15,21,26,30,32
5,15,21,30,32,34
5,15,21,32,34,38
5,15,22,24,26,39
5,15,24,26,27,32
5,15,24,26,28,39
5,15,24,27,32,40
5,15,24,28,32,33
5,15,26,27,34,38
5,15,26,27,34,40
5,15,27,28,32,40
5,15,27,32,34,40
5,15,28,32,33,40
5,16,18,21,27,38
5,16,18,21,38,39
5,16,18,25,27,40
5,16,18,27,33,38
5,16,18,27,38,39
5,16,18,27,39,40
5,16,20,24,27,39
5,16,20,25,27,42
5,16,20,25,33,42
5,16,21,22,24,39
5,16,21,24,25,32
5,16,21,24,25,38
5,16,21,24,25,40
5,16,21,24,26,39
5,16,21,24,28,39
5,16,21,24,32,35
5,16,21,24,33,34
5,16,21,24,34,39
5,16,21,25,30,32
5,16,21,25,30,34
5,16,21,25,30,38
5,16,21,25,34,42
5,16,21,25,38,42
5,16,21,26,38,39
5,16,21,26,39,42
5,16,21,28,33,38
5,16,21,30,32,33
5,16,21,30,32,35
5,16,21,30,32,39
5,16,21,30,33,34
5,16,21,30,33,38
5,16,21,32,33,36
5,16,21,32,36,39
5,16,21,33,34,38
5,16,21,33,36,38
5,16,21,33,38,42
5,16,22,24,27,39
5,16,24,26,27,39
5,16,24,27,32,35
5,16,24,27,34,39
5,16,24,28,35,39
5,16,25,27,34,42
5,16,26,27,38,39
5,16,26,27,39,40
5,16,26,27,39,42
5,16,27,32,33,36
5,16,27,32,36,39
5,16,27,33,38,40
5,18,21,25,26,30
5,18,21,25,30,32
5,18,22,27,38,39
5,20,24,27,38,39
5,21,22,25,30,38
5,21,24,25,32,36
5,21,24,25,32,38
5,21,24,25,36,38
5,21,24,25,36,40
5,21,24,26,33,38
5,21,24,28,32,33
5,21,24,28,32,39
5,21,24,28,33,34
5,21,24,32,34,39
5,21,24,33,34,38
5,21,24,33,34,40
5,21,25,26,30,38
5,21,25,30,32,34
5,21,25,30,32,38
5,21,25,30,34,38
5,21,28,30,32,39
5,21,28,32,33,36
5,22,24,25,38,39
5,22,24,27,38,39
5,22,25,30,38,39
5,22,26,27,38,39
6,7,16,21,33,40
6,7,16,25,33,40
6,7,25,30,32,33
6,7,25,30,32,35
6,8,14,25,33,43
6,8,21,25,26,43
6,8,21,25,31,42
6,8,23,25,33,40
6,9,10,31,35,42
6,9,11,25,32,40
6,9,11,27,32,40
6,9,13,27,32,40
6,9,14,23,32,39
6,9,14,25,31,40
6,9,14,27,31,40
6,9,14,29,32,39
6,9,14,32,35,39
6,9,14,32,39,43
6,9,15,19,32,40
6,9,15,23,32,40
6,9,19,21,32,38
6,9,19,25,34,40
6,9,20,21,31,38
6,9,25,27,34,40
6,9,26,27,32,43
6,9,27,29,32,40
6,9,27,31,34,40
6,9,29,32,33,40
6,10,14,25,33,43
6,10,14,25,39,43
6,10,15,31,33,40
6,10,23,25,33,42
6,10,23,25,39,42
6,10,25,31,33,40
6,11,16,25,27,40
6,12,27,31,35,40
6,12,28,31,35,39
6,13,16,21,25,40
6,13,16,21,35,38
6,13,16,21,39,40
6,13,21,25,36,38
6,14,15,18,25,43
6,14,15,25,27,40
6,14,15,25,32,43
6,14,15,32,39,43
6,14,16,23,25,39
6,14,16,25,39,43
6,14,18,23,25,39
6,14,18,25,27,43
6,14,18,25,33,43
6,14,18,25,39,43
6,14,20,23,25,39
6,14,20,25,39,43
6,14,22,25,39,43
6,14,23,25,26,39
6,14,23,25,32,39
6,14,23,25,33,40
6,14,23,25,33,42
6,14,23,25,34,39
6,14,23,25,36,39
6,14,23,25,39,40
6,14,23,33,39,40
6,14,25,27,32,43
6,14,25,27,37,40
6,14,25,30,39,43
6,14,25,32,39,43
6,14,27,31,33,40
6,14,27,31,34,39
6,14,27,31,39,40
6,14,27,33,37,40
6,15,16,21,26,43
6,15,20,23,25,42
6,15,21,22,26,43
6,15,21,31,32,40
6,15,21,31,34,38
6,15,21,31,38,40
6,15,23,25,34,40
6,15,23,25,34,42
6,15,25,27,34,40
6,15,26,27,34,43
6,15,27,31,32,40
6,15,27,31,34,40
6,15,27,32,35,40
6,15,27,32,37,40
6,16,19,21,25,40
6,16,21,25,33,40
6,16,21,25,37,40
6,16,21,25,39,40
6,16,21,33,35,40
6,16,23,25,27,32
6,16,23,25,27,40
6,16,23,26,27,39
6,16,25,27,39,40
6,17,21,25,34,38
6,17,21,25,34,40
6,17,21,28,33,40
6,17,25,27,34,40
6,17,27,32,35,40
6,17,27,33,34,40
6,18,23,25,35,40
6,20,21,25,31,38
6,20,21,25,31,42
6,20,21,25,37,40
6,20,21,28,31,33
6,20,21,28,31,39
6,20,23,25,33,42
6,20,23,25,39,42
6,21,22,25,31,38
6,21,25,26,37,40
6,21,25,31,34,38
6,21,25,31,34,40
6,21,28,31,33,40
6,22,25,27,37,40
7,8,15,24,27,40
7,8,15,26,27,40
7,8,15,27,32,40
7,8,25,30,33,34
7,8,27,33,34,40
7,9,15,22,32,40
7,9,15,26,32,40
7,10,16,33,39,40
7,10,16,33,39,42
7,10,21,24,33,34
7,10,21,30,33,38
7,10,25,30,32,33
7,12,15,16,39,40
7,12,15,25,26,40
7,12,15,25,34,36
7,12,15,25,34,40
7,12,15,26,27,40
7,12,15,26,39,40
7,12,15,27,34,40
7,12,15,28,39,40
7,12,15,32,33,40
7,12,15,33,34,40
7,12,15,34,39,40
7,12,16,20,33,39
7,12,16,21,33,34
7,12,16,24,33,35
7,12,16,32,33,35
7,12,20,24,25,39
7,12,20,24,35,39
7,12,24,25,34,39
7,12,24,32,35,39
7,12,25,33,34,36
7,14,15,24,32,33
7,14,15,24,33,34
7,14,15,27,32,40
7,14,15,32,33,40
7,14,16,24,33,39
7,14,16,33,39,40
7,14,20,24,25,39
7,14,24,25,34,39
7,14,24,32,33,39
7,14,24,33,34,39
7,15,16,24,26,39
7,15,16,24,32,33
7,15,16,24,33,34
7,15,16,24,33,40
7,15,16,26,39,40
7,15,16,32,33,40
7,15,16,33,34,40
7,15,18,22,27,40
7,15,18,24,25,40
7,15,18,27,34,40
7,15,20,24,25,32
7,15,20,24,27,32
7,15,21,24,26,32
7,15,21,24,26,34
7,15,21,24,26,40
7,15,21,24,32,34
7,15,21,24,32,40
7,15,21,26,30,32
7,15,21,26,30,40
7,15,21,30,32,40
7,15,22,24,25,40
7,15,22,24,27,40
7,15,24,26,27,32
7,15,24,26,27,40
7,15,24,26,28,39
7,15,24,26,39,40
7,15,24,27,32,40
7,15,24,28,32,33
7,15,24,28,33,34
7,15,24,28,39,40
7,15,24,32,33,40
7,15,24,33,34,40
7,15,24,34,39,40
7,15,26,28,39,40
7,15,27,32,34,40
7,15,28,32,33,40
7,15,30,32,33,40
7,15,30,33,34,40
7,16,20,24,33,39
7,16,20,25,30,33
7,16,20,30,33,39
7,16,20,33,39,40
7,16,21,24,33,34
7,16,21,30,33,38
7,16,21,33,34,38
7,16,21,33,34,40
7,16,21,33,38,40
7,16,24,26,33,39
7,16,24,32,33,35
7,16,24,33,35,38
7,16,24,33,35,40
7,18,20,25,30,39
7,18,21,25,30,38
7,18,25,30,33,38
7,20,21,25,30,38
7,20,21,25,30,40
7,20,21,30,33,38
7,20,24,25,34,39
7,20,24,30,35,39
7,20,25,30,34,39
7,21,24,33,34,40
7,21,25,30,34,38
7,21,25,30,34,40
8,9,14,27,31,40
8,9,18,23,27,38
8,9,18,25,27,38
8,9,18,27,31,38
8,9,18,27,35,38
8,9,18,27,35,40
8,9,18,31,35,40
8,9,19,27,34,40
8,9,20,21,24,41
8,9,20,27,31,38
8,9,21,33,34,38
8,9,21,33,38,40
8,9,24,27,32,35
8,9,24,27,35,38
8,9,24,27,35,40
8,9,26,27,37,40
8,9,27,31,34,40
8,9,27,33,34,38
8,9,27,33,38,40
8,11,15,21,26,40
8,11,15,24,27,38
8,11,15,24,27,40
8,11,15,24,35,40
8,11,15,26,27,38
8,11,15,26,27,40
8,11,21,24,25,40
8,11,21,26,27,40
8,11,24,25,27,34
8,11,24,25,27,38
8,11,24,25,27,40
8,11,25,27,36,38
8,11,25,27,36,40
8,13,15,18,27,40
8,13,15,24,27,40
8,13,15,26,27,40
8,13,15,27,32,40
8,13,15,27,38,40
8,13,18,21,25,38
8,13,18,21,27,38
8,13,21,24,25,34
8,13,21,26,27,38
8,13,21,26,27,40
8,13,21,27,38,40
8,13,21,27,38,42
8,14,15,18,27,43
8,14,15,26,27,33
8,14,15,26,33,43
8,14,15,27,32,43
8,14,15,27,33,40
8,14,17,27,33,40
8,14,18,25,27,43
8,14,18,25,33,37
8,14,18,33,35,41
8,14,23,25,33,36
8,14,24,33,35,41
8,14,25,33,36,43
8,14,26,27,33,37
8,14,26,27,33,43
8,14,27,31,33,40
8,14,27,33,37,40
8,15,16,19,27,40
8,15,17,27,32,40
8,15,18,19,27,38
8,15,18,19,27,40
8,15,18,23,27,40
8,15,18,27,29,40
8,15,18,27,31,40
8,15,18,31,33,40
8,15,19,20,27,40
8,15,19,21,26,38
8,15,19,21,32,38
8,15,19,21,34,38
8,15,19,21,38,40
8,15,19,24,26,35
8,15,19,24,27,32
8,15,19,24,27,34
8,15,19,24,27,40
8,15,19,24,32,35
8,15,19,25,34,36
8,15,19,26,27,40
8,15,19,27,32,38
8,15,19,27,32,40
8,15,19,27,34,38
8,15,19,27,34,40
8,15,19,27,36,40
8,15,19,27,38,40
8,15,19,32,33,40
8,15,19,33,38,40
8,15,20,21,24,41
8,15,20,21,26,41
8,15,20,21,32,41
8,15,20,24,33,43
8,15,20,26,27,41
8,15,20,27,33,40
8,15,21,24,25,40
8,15,21,24,26,31
8,15,21,24,26,37
8,15,21,24,26,41
8,15,21,24,31,40
8,15,21,24,32,41
8,15,21,25,30,34
8,15,21,26,30,41
8,15,21,26,31,32
8,15,21,26,31,40
8,15,21,26,32,41
8,15,21,26,32,43
8,15,21,30,32,41
8,15,21,31,32,40
8,15,21,33,38,40
8,15,24,26,35,41
8,15,24,27,37,40
8,15,24,33,35,40
8,15,26,27,31,40
8,15,26,27,37,40
8,15,27,31,32,40
8,15,27,31,34,40
8,15,27,32,37,40
8,16,18,25,27,43
8,16,19,33,35,36
8,17,18,21,25,38
8,17,21,33,36,40
8,17,24,27,35,40
8,17,24,28,33,35
8,18,19,21,27,38
8,18,21,23,27,38
8,18,21,25,27,38
8,18,21,26,27,43
8,18,21,27,28,43
8,18,21,28,33,37
8,18,23,25,27,38
8,18,24,27,31,35
8,18,24,27,35,41
8,18,24,27,35,43
8,18,25,27,38,43
8,18,26,27,31,35
8,18,26,27,35,43
8,18,27,31,32,35
8,18,27,31,33,40
8,18,27,31,35,38
8,18,27,31,35,40
8,19,21,24,33,34
8,19,21,26,27,38
8,19,21,27,38,42
8,19,21,28,33,38
8,19,21,33,34,38
8,19,21,33,34,40
8,19,24,33,35,38
8,20,21,24,33,41
8,20,21,25,30,43
8,20,21,25,31,42
8,20,21,28,33,37
8,20,21,31,33,42
8,20,21,33,37,40
8,20,23,25,33,42
8,20,24,25,33,43
8,20,27,31,33,40
8,21,23,25,34,42
8,21,24,25,34,43
8,21,25,30,31,34
8,21,25,30,33,38
8,21,26,27,37,40
8,21,26,28,33,37
8,21,26,31,33,40
8,23,25,30,33,34
9,10,12,21,38,41
9,10,12,24,25,43
9,10,12,25,38,43
9,10,12,27,31,40
9,10,12,33,34,43
9,10,18,20,27,43
9,10,18,21,38,43
9,10,18,27,38,43
9,10,19,21,32,38
9,10,19,21,34,38
9,10,20,21,24,43
9,10,20,24,25,43
9,10,20,27,32,43
9,10,21,23,32,38
9,10,21,24,34,43
9,10,21,30,32,43
9,10,21,33,34,38
9,10,21,33,38,40
9,10,24,31,35,40
9,10,24,34,35,43
9,10,27,33,38,40
9,11,12,21,34,38
9,11,12,24,32,35
9,11,12,25,34,40
9,11,14,24,32,35
9,11,14,24,34,35
9,11,15,18,38,40
9,11,18,24,35,38
9,11,20,21,24,38
9,11,20,24,32,35
9,11,20,24,38,39
9,11,21,24,26,38
9,11,21,24,32,38
9,11,21,24,38,40
9,11,21,26,38,42
9,11,21,32,36,38
9,11,21,32,36,40
9,11,21,32,38,40
9,11,24,25,34,36
9,11,24,26,32,35
9,11,24,26,35,38
9,11,24,27,32,40
9,11,24,27,34,40
9,11,24,27,38,40
9,11,24,30,32,35
9,11,24,32,35,36
9,11,24,32,35,38
9,11,24,32,35,40
9,11,24,34,35,38
9,11,24,34,35,40
9,11,24,35,38,40
9,11,25,34,36,38
9,11,25,34,38,42
9,11,27,32,36,40
9,11,30,32,35,40
9,12,14,25,31,40
9,12,14,25,31,42
9,12,14,27,31,40
9,12,14,31,35,40
9,12,14,31,39,40
9,12,15,22,31,40
9,12,15,23,34,40
9,12,19,20,34,39
9,12,20,21,26,43
9,12,20,21,31,38
9,12,20,23,34,39
9,12,20,24,25,43
9,12,20,25,31,36
9,12,20,25,31,40
9,12,20,25,31,42
9,12,20,26,31,35
9,12,20,26,31,39
9,12,20,26,39,43
9,12,20,27,31,40
9,12,20,31,35,40
9,12,21,25,32,40
9,12,21,25,34,38
9,12,21,25,34,40
9,12,21,28,31,40
9,12,21,29,38,40
9,12,22,27,31,40
9,12,23,26,34,39
9,12,23,27,34,40
9,12,23,28,39,40
9,12,23,34,38,39
9,12,23,34,39,40
9,12,24,25,34,43
9,12,24,25,35,40
9,12,24,26,35,43
9,12,25,27,34,40
9,12,26,27,32,43
9,12,27,29,38,40
9,12,27,31,32,40
9,12,27,31,34,40
9,12,27,31,38,40
9,13,14,24,32,35
9,13,18,24,35,38
9,13,20,21,24,38
9,13,20,24,32,35
9,13,20,27,32,40
9,13,21,22,24,38
9,13,21,22,24,40
9,13,21,22,30,40
9,13,21,24,34,38
9,13,21,26,32,40
9,14,15,26,31,40
9,14,15,31,38,40
9,14,18,23,26,39
9,14,18,23,27,40
9,14,18,23,39,40
9,14,18,24,25,43
9,14,18,26,39,43
9,14,18,27,31,38
9,14,18,27,31,40
9,14,18,29,39,40
9,14,18,31,35,40
9,14,18,35,39,40
9,14,20,27,31,40
9,14,23,24,27,32
9,14,23,24,27,34
9,14,24,25,34,43
9,14,24,27,32,43
9,14,24,27,34,43
9,14,24,31,35,40
9,14,25,30,34,43
9,14,26,31,39,40
9,14,27,31,32,40
9,14,27,31,34,38
9,14,27,31,34,40
9,14,27,31,38,40
9,14,27,33,34,40
9,15,19,34,38,40
9,15,20,24,26,35
9,15,20,24,34,43
9,15,20,26,27,40
9,15,20,26,31,40
9,15,20,27,32,40
9,15,20,31,38,40
9,15,21,26,32,40
9,15,21,26,38,40
9,15,21,32,38,40
9,15,22,27,32,40
9,15,24,26,32,35
9,15,24,26,35,40
9,15,26,27,32,40
9,15,26,31,36,40
9,15,26,32,37,40
9,17,20,24,35,40
9,17,24,30,35,40
9,18,20,21,38,43
9,18,21,23,38,40
9,18,23,24,35,40
9,18,23,27,38,40
9,19,20,34,38,39
9,19,21,30,34,38
9,20,21,24,32,43
9,20,21,24,38,43
9,20,21,25,30,40
9,20,21,26,30,43
9,20,21,30,32,43
9,20,22,24,39,43
9,20,23,24,35,40
9,20,24,25,35,42
9,20,24,26,35,39
9,20,24,28,35,39
9,21,22,24,32,43
9,21,23,26,34,38
9,21,24,26,32,43
9,21,24,26,34,37
9,21,24,26,34,43
9,21,24,26,37,40
9,21,24,32,35,38
9,21,25,30,34,38
9,21,25,30,34,40
9,23,24,28,35,40
10,11,15,24,27,40
10,11,15,24,32,35
10,11,21,24,25,38
10,11,25,30,39,40
10,12,14,31,33,35
10,12,15,20,31,33
10,12,15,21,26,41
10,12,15,21,26,43
10,12,15,21,28,43
10,12,15,26,27,43
10,12,15,26,39,43
10,12,15,27,34,43
10,12,15,29,33,40
10,12,15,31,33,40
10,12,17,33,35,40
10,12,20,25,39,43
10,12,20,31,33,35
10,12,23,25,33,36
10,12,23,25,39,40
10,12,23,27,39,40
10,12,23,28,33,39
10,12,27,31,35,40
10,13,15,21,24,40
10,13,15,21,30,40
10,13,15,22,27,40
10,13,15,24,27,40
10,13,15,26,27,40
10,13,21,24,25,40
10,13,21,24,27,40
10,13,21,25,30,38
10,13,21,25,30,40
10,13,21,30,38,39
10,13,21,30,39,40
10,13,24,27,35,40
10,14,15,23,27,32
10,14,15,24,27,43
10,14,15,26,31,33
10,14,15,26,33,43
10,14,15,26,39,43
10,14,15,27,32,43
10,14,15,27,33,40
10,14,15,29,33,40
10,14,15,31,33,40
10,14,15,32,33,43
10,14,15,33,39,40
10,14,17,33,39,40
10,14,17,33,39,42
10,14,18,23,25,33
10,14,18,23,27,33
10,14,18,23,27,39
10,14,18,27,33,43
10,14,18,27,39,43
10,14,18,31,33,35
10,14,23,25,33,42
10,14,23,27,32,33
10,14,23,27,32,39
10,14,23,27,33,42
10,14,23,28,33,39
10,14,24,33,35,41
10,14,26,31,33,39
10,14,27,31,33,40
10,15,17,30,33,40
10,15,18,22,27,43
10,15,19,21,26,30
10,15,19,24,27,40
10,15,19,24,33,34
10,15,19,27,34,40
10,15,19,33,34,40
10,15,20,31,33,40
10,15,21,24,26,41
10,15,21,24,26,43
10,15,21,24,28,43
10,15,21,24,32,35
10,15,21,24,34,43
10,15,21,26,30,43
10,15,21,30,32,43
10,15,22,27,32,43
10,15,24,26,31,35
10,15,24,26,33,43
10,15,24,26,35,43
10,15,24,27,32,35
10,15,24,32,35,43
10,15,27,29,32,40
10,15,29,30,33,40
10,16,18,33,35,43
10,16,19,21,33,34
10,16,19,24,33,35
10,18,22,27,39,43
10,18,23,27,35,40
10,19,21,24,33,34
10,19,21,25,30,32
10,19,21,25,30,38
10,19,21,30,33,34
10,19,21,30,33,38
10,20,21,25,30,33
10,20,21,25,30,43
10,21,23,28,32,33
10,21,25,30,32,33
10,21,25,30,33,34
11,12,15,27,34,40
11,12,16,21,27,40
11,12,16,21,39,40
11,12,16,27,35,40
11,12,24,28,35,39
11,14,15,24,27,40
11,14,20,24,27,39
11,14,24,25,27,40
11,14,24,27,34,39
11,14,24,27,39,40
11,15,16,26,27,40
11,15,18,27,28,40
11,15,18,27,34,38
11,15,18,27,34,40
11,15,20,24,27,32
11,15,20,24,27,40
11,15,21,24,26,32
11,15,21,24,26,38
11,15,21,24,26,40
11,15,21,24,32,38
11,15,21,24,38,40
11,15,21,26,28,40
11,15,21,26,34,38
11,15,21,26,34,40
11,15,21,32,34,38
11,15,24,26,27,40
11,15,24,27,32,40
11,15,24,27,34,38
11,15,24,27,34,40
11,15,24,27,38,40
11,15,24,28,35,40
11,15,26,27,34,38
11,15,26,27,34,40
11,16,18,25,27,40
11,16,18,27,35,38
11,16,18,27,35,40
11,16,24,27,32,35
11,16,24,27,35,38
11,16,24,27,35,40
11,16,24,28,35,39
11,20,21,24,38,39
11,20,24,28,35,39
11,21,24,25,32,38
11,21,24,25,32,40
11,21,24,25,38,40
11,21,25,26,30,38
11,21,25,30,34,38
12,13,15,21,26,34
12,13,15,22,39,40
12,13,15,27,34,40
12,13,16,21,27,40
12,13,16,21,39,40
12,13,22,27,39,40
12,14,15,25,26,43
12,14,15,26,27,31
12,14,15,26,27,37
12,14,15,26,39,43
12,14,15,27,29,40
12,14,15,27,31,34
12,14,15,27,31,40
12,14,18,27,31,35
12,14,20,25,39,43
12,14,23,25,39,40
12,14,26,27,33,37
12,14,27,31,33,40
12,14,27,31,34,39
12,15,16,23,26,39
12,15,16,23,27,40
12,15,16,23,39,40
12,15,16,26,27,43
12,15,16,26,39,43
12,15,16,27,29,40
12,15,16,27,37,40
12,15,17,21,32,34
12,15,17,27,34,40
12,15,19,21,32,34
12,15,19,26,28,39
12,15,19,27,34,40
12,15,19,28,39,40
12,15,20,25,26,43
12,15,20,26,27,31
12,15,20,26,27,37
12,15,20,26,39,41
12,15,20,26,39,43
12,15,20,27,31,32
12,15,20,27,31,40
12,15,21,25,26,34
12,15,21,25,34,40
12,15,21,26,28,31
12,15,21,26,28,43
12,15,21,26,31,34
12,15,21,26,32,37
12,15,21,26,32,43
12,15,21,26,34,37
12,15,21,26,34,41
12,15,21,26,34,43
12,15,21,28,31,40
12,15,21,31,34,40
12,15,22,26,27,31
12,15,22,27,31,32
12,15,22,27,31,40
12,15,22,31,39,40
12,15,23,25,26,34
12,15,23,25,34,40
12,15,23,26,27,32
12,15,23,26,28,39
12,15,23,26,39,40
12,15,23,27,32,34
12,15,23,27,34,40
12,15,23,33,34,40
12,15,25,27,34,40
